Category,Only used for downloading images,,Metadata displayed,,,,,,,,,,,not shown,Used for georeferencing,,
column title,download_original_image_link,link_id,title,caption,original_id,date_shot,date_min,date_max,license,photographer_id,download_link,link,shop_link,date_orig,longitude,latitude,view_type
description,link to download original image,identifier to link metadata to image file (exÂ : identifier.tif),title of image,description of image,Identifier used to link back export to original data,exact date if known (dd/mm/yyyy) else use date_min and date_max,start of date range (dd/mm/yyyy),end of date range (dd/mm/yyyy) ,licence information,id of phographer (link to info in external csv),link for user to download original image (optional),deeplink to image info page (optional),link to buy full image (optional),original date (free string like 19th century),a priori position (optional),a priori position (optional),(terrestrial / highOblique / lowOblique / nadir)
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2014_u_001_001/manifest.json,2014_u_001_001,View of the Asakusa Kinryuzan Precincts Images and base metadata from the Sumida River,"浅草金龍山境内従隅田川遠景図 / Series: 大日本東京名所之内 Famous Places in Eastern Tokyo, of Great Japan",R100000094_I000119721_00,,01/01/1881,31/12/1881,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119721_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",kunitoshi_utagawa,,,,,139.7967,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2014_u_001_003/manifest.json,2014_u_001_003,The Grounds of Kinryuzan Temple in Asakusa with a Distant View of the Sumida River,"浅草金龍山境内従隅田川遠景図 / Series: 大日本東京名所之内 Famous Places in Eastern Tokyo, of Great Japan",R100000094_I000119723_00,,01/01/1881,31/12/1881,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119723_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",kunitoshi_utagawa,,,,,139.7967,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2014_u_002_001/manifest.json,2014_u_002_001,Kannon Bodhisattva in Asakusa Park,浅草公園地観世音之図 / Series: 東京名所ノ内 ,R100000094_I000119724_00,,01/01/1886,31/12/1886,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119724_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",ikuhide_kobayashi,,,,,139.7967,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2014_u_002_002/manifest.json,2014_u_002_002,Kannon Bodhisattva in Asakusa Park,浅草公園地観世音之図 / Series: 東京名所ノ内 ,R100000094_I000119725_00,,01/01/1886,31/12/1886,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119725_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",ikuhide_kobayashi,,,,,139.7967,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2015_u_006_002/manifest.json,2015_u_006_002,Panoramic View of Azumabashi Iron Bridge,吾妻橋鉄橋之全図 / Series: 東京名所 Famous Places in Tokyo,R100000094_I000119735_00,,01/01/1887,31/12/1887,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119735_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",keichu_yamada,,,,,139.802,35.7115,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2015_u_006_003/manifest.json,2015_u_006_003,Panoramic View of Azumabashi Iron Bridge,吾妻橋鉄橋之全図 / Series: 東京名所 Tokyo's Famous Places,R100000094_I000119736_00,,01/01/1887,31/12/1887,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119736_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",keichu_yamada,,,,,139.802,35.7115,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2015_u_007_003/manifest.json,2015_u_007_003,Atsumabashi Bridge,吾妻橋真画  / Series: 大日本東亰 Greater Japan: Tokyo,R100000094_I000119739_00,,01/01/1887,31/12/1887,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119739_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",yasuji_inoue,,,,,139.802,35.7115,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2015_u_008_003/manifest.json,2015_u_008_003,View of the Newly Constructed Brick House,in the Prosperous New District Adjacent to Asakusa Kannon Temple and Park 東京浅草観世音並ニ公園地煉瓦屋新築繁盛新地遠景之図,R100000094_I000119742_00,,01/01/1886,31/12/1886,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119742_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",shigekiyo_utagawa,,,,,139.7967,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2015_u_009_001/manifest.json,2015_u_009_001,Asakusa Park: Prosperous Mount Fuji,浅草公園 / Series: 富士山繁栄の図,R100000094_I000119743_00,,01/01/1887,31/12/1887,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119743_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",ikuhide_kobayashi,,,,,139.7967,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2015_u_010_002/manifest.json,2015_u_010_002,Panoramic View of Ueno Tōei-zan,上野東叡山全図 / Series:  東都名所 Famous Places in the Eastern Capital,R100000094_I000119747_00,,01/01/1830,31/12/1844,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119747_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",hiroshige_utagawa_1,,,,,139.7744,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2017_u_001_001/manifest.json,2017_u_001_001,"A pictorial map of Kinyūzan, Asakusa, Tokyo",東京浅草金龍山並ニ鉄道馬車繁栄之図,R100000094_I000119806_00,,01/01/1882,31/12/1882,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119806_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",shigekiyo_utagawa,,,,,139.7967,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2017_u_003/manifest.json,2017_u_003,"Hirokoji Avenue, Shitaya",下谷広小路 / Series: 名所江戸百景 One Hundred Views of Famous Places in Edo,R100000094_I000119812_00,,01/01/1856,31/12/1856,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119812_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",hiroshige_utagawa_1,,,,,139.7808,35.7137,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2017_u_009_002/manifest.json,2017_u_009_002,Five Districts of New Yoshiwara in Full Bloom During the Yayoi Season,新吉原五丁町弥生花盛全図 / Series: 東都名所 Famous Places in the Eastern Capital,R100000094_I000119819_00,,01/01/1815,31/12/1842,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119819_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",hiroshige_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2017_u_013/manifest.json,2017_u_013,The Red-Light District at Dawn,廓中東雲 / Series: 名所江戸百景 One Hundred Views of Famous Places in Edo,R100000094_I000119824_00,,01/01/1857,31/12/1857,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119824_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",hiroshige_utagawa_1,,,,,139.7956,35.7239,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2018_u_007/manifest.json,2018_u_007,Edo Asakusa City,浅草市 / Series: 六十余州名所図会 江戸 浅草市 Illustrated Guide to Famous Places in Sixty-odd Provinces,R100000094_I000119842_00,,01/01/1853,31/12/1853,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119842_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",hiroshige_utagawa_1,,,,,139.7967,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2018_u_008/manifest.json,2018_u_008,Ueno in Full Bloom,上野花盛 / Series: 江戸名所三ツ之眺 Three Famous Views of Edo,R100000094_I000119843_00,,01/01/1843,31/12/1852,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119843_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",hiroshige_utagawa_1,,,,,139.7744,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2019_u_003_002/manifest.json,2019_u_003_002,Ueno Tōei-zan in Full Bloom,上野東叡山花盛図,R100000094_I000119864_00,,01/01/1794,01/08/1832,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119864_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",kuniyasu_utagawa,,,,,139.7744,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2020_u_007/manifest.json,2020_u_007,Megane Bridge in Asakusa,浅草眼鏡はし / Series:  東京開化名景競 / A Competition of Tokyo's Famous Scenes,R100000094_I000119879_00,,01/01/1874,31/12/1874,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119879_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",kunisada_utagawa_3,,,,,139.7967,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2020_u_010/manifest.json,2020_u_010,A View of Shin-Yoshiwara at Dawn,新吉原春曙の図 / Series: 江戸名所之内 Famous Places in Edo,R100000094_I000119885_00,,01/01/1858,31/12/1858,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved Images and base metadata from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119885_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing Images and base metadata from the Crowd Project. ",hiroshige_utagawa_1,,,,,139.7961,35.7274,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2020_u_012_002/manifest.json,2020_u_012_002,"From Ishibashi Bridge in Asakusa, Tokyo", to Yanagibashi Bridge on the Kanda River 東京浅草石橋ヨリ神田川柳橋之図,R100000094_I000119889_00,,01/01/1874,31/12/1874,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000119889_00). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_3,,,,,139.7967,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2022_u_003_003/manifest.json,2022_u_003_003,The Prosperity of the Eastern Capital,東都繁栄乃図,R100000094_I000357531_00_,,01/01/1854,31/12/1854,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000357531_00_). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_1,,,,,139.7967,35.7148,lowOblique
,https://adeac.jp/viewitem/taito-lib/viewer/iiif/2022_u_004/manifest.json,2022_u_004,The Willow Tree at Shin Yoshiwara,新よし原見かえり柳 / Series: 東京名所四十八景 Forty-eight Views of Famous Places in Tokyo,R100000094_I000357532_00_,,01/01/1871,31/12/1871,"Images and base metadata from ""Digital Archive System ADEAC (台東区立中央図書館)"" retrieved from Japan Search (https://jpsearch.go.jp/item/adeac-R100000094_I000357532_00_). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",ikkei_shosai,,,,,139.7961,35.7274,lowOblique
,https://dl.ndl.go.jp/api/iiif/1286178/manifest.json,1286178_003,Panoramic View of Shima Country,志摩国全図,1286178_003,,01/01/1850,31/12/1850,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1286178). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",,,,,,136.8383,34.3863,lowOblique
,https://dl.ndl.go.jp/api/iiif/1286321/manifest.json,1286321,"Tokaido Section 3, 57: Map of Kuno Castle in Suruga Province","[日本古城絵図] [第4帙 東海道之部 (3)] 57 駿州久野城図 Illustrated Maps of Ancient Japanese Castles, Volume 4",1286321,,01/01/1750,31/12/1868,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1286321). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",,,,,,138.383,35.018,lowOblique
,https://dl.ndl.go.jp/api/iiif/1288359/manifest.json,1288359,Three landscapes,三囲景,1288359,,01/01/1783,31/12/1783,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1288359). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",kokan_shiba,,,,,139.7744,35.6838,lowOblique
,https://dl.ndl.go.jp/api/iiif/1301720/manifest.json,1301720_004,Untitled,Series: 江戸名所 Famous Places in Edo,1301720_004,,01/01/1852,31/12/1852,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1301720). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",hiroshige_utagawa_2,,,,,136,35,lowOblique
,https://dl.ndl.go.jp/api/iiif/1301729/manifest.json,1301729_001,Ōigawa Rendai Ferry,大井川蓮台渡,1301729_001,,01/01/1769,24/02/1825,"Images and base metadata from ""National Diet Library Digital Collections (National Diet Library)"" retrieved from Japan Search (https://jpsearch.go.jp/item/dignl-1301729). Image used under educational license; for details, see Japan Search link and holding institution. / 教育目的でこの画像を使用させていただいております。詳細については、ジャパンサーチのリンクおよび所蔵機関をご確認ください。 Data standardization, enrichment, and geographic tagging by the Drawing from the Crowd Project. ",toyokuni_utagawa_1,,,,,138.1466,34.8285,lowOblique
